JAHR,KT,Status,Inst,Adr,Ort,Typ,Notfalldienst,Infrastruktur1,Infrastruktur2,Infrastruktur3,Infrastruktur4,RWStatus,Akt,SL,WB,AnzStand,SA,RForm,LA,AmbKonsT,Ptage,PtageStatT,PtageStatMST,Aust,AustStatT,AustStatMST,Neug,NeugStatT,NeugStatMST,pAkutPT,Ops,Gebs,CMIb,CMIn,pAuPat,pPatWAU,pAkPat,pPatWAK,pZusVers,pPatLKP,pPatHOK,TeilsP,Leist,FMHKat,PersA,PersAWB,PersP,PersMT,PersS,PersT,StdBelA,StdBelP,PersAFall,PersPFall,PersMTFall,PersSFall,PersTFall,PersAFallMS,PersPFallMS,PersMTFallMS,PersTFallMS,AnzBelA,AnzBelP (nur ab KZP2010),pMRI_AMB,pMRI_STAT,pCT_AMB,pCT_STAT,pANGIO_AMB,pANGIO_STAT,pDIA_AMB,pDIA_STAT,AwBesold,AwInvest,AwSonst,AwT,EtMedL,EtSonst,EtSubv,EtDef,EtT,FiErg,EtAmb,AmbKonsA,PtageStatA,PtageStatMSA,AustStatA,AustStatMSA,Betten,BettenStatA,DAD,DADakut,DADStatA,DADStatMSA,DADlong,pBettenBel,pBettenBelStatA,CMIbA,CMInA,KostAmbA,KostOKPAmbA,KostStatA,KostKVGStatA,AnlKVGStatA,KostZvOKPStatA,AnlZvOKPStatA,KostLangA,AuftragLFA,KostAWLFA,KostWBLFA,KostForLFA,ErlAmbStatLangA,ErlAmbA,ErlOKPAmbA,ErlStatA,ErlKVGStatA,ErlKVGStatVA,ErlZvOKPStatA,ErlZvOKPStatVA,ErlLangA,AmbKonsP,PtageStatP,PtageStatMSP,AustStatP,AustStatMSP,BettenStatP,DADStatP,DADStatMSP,pBettenBelStatP,DMI_P,KostAmbP,KostOKPAmbP,KostStatP,KostKVGStatP,AnlKVGStatP,KostZvOKPStatP,AnlZvOKPStatP,KostLangP,AuftragLFP,KostAWLFP,KostWBLFP,KostForLFP,ErlAmbStatLangP,ErlAmbP,ErlOKPAmbP,ErlStatP,ErlKVGStatP,ErlKVGStatVP,ErlZvOKPStatP,ErlZvOKPStatVP,ErlLangP,AmbKonsR,PtageStatR,PtageStatMSR,AustStatR,AustStatMSR,BettenStatR,DADStatR,DADStatMSR,pBettenBelStatR,DMI_R,KostAmbR,KostOKPAmbR,KostStatR,KostKVGStatR,AnlKVGStatR,KostZvOKPStatR,AnlZvOKPStatR,KostLangR,AuftragLFR,KostAWLFR,KostWBLFR,KostForLFR,ErlAmbStatLangR,ErlAmbR,ErlOKPAmbR,ErlStatR,ErlKVGStatR,ErlKVGStatVR,ErlZvOKPStatR,ErlZvOKPStatVR,ErlLangR,AmbKonsB,PtageStatB,PtageStatMSB,AustStatB,AustStatMSB,BettenStatB,DADStatB,DADStatMSB,pBettenBelStatB,CMIbB,CMInB,KostAmbB,KostOKPAmbB,KostStatB,KostKVGStatB,AnlKVGStatB,KostZvOKPStatB,AnlZvOKPStatB,KostLangB,AuftragLFB,KostAWLFB,KostWBLFB,KostForLFB,ErlAmbStatLangB,ErlAmbB,ErlOKPAmbB,ErlStatB,ErlKVGStatB,ErlKVGStatVB,ErlZvOKPStatB,ErlZvOKPStatVB,ErlLangB,PTageLang,AustLang,KostLangT
2008,AG,privat,Klinik für Schlafmedizin,Badstrasse 33,5330 Bad Zurzach,K235,Nein,,,,,,,,,,,,,,1751,,,155,,,0,,,100,0,,NA,NA,6.451612903,,57.41935484,,60,,,0,13,0,6,,7,,4.65,17.65,,,3.870967742,4.516129032,,3,11.38709677,,,,,0,,,,,,,,,,2468,611,1111,4190,4507,43,0,,,360,0,,,,,,4.797260274,,11.29677419,11.29677419,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,Klinik Sonnenblick,Mooshaldenstrasse 6,5430 Wettingen,K232,Nein,,,,,,,,,,,,,,6155,,,1395,,,441,,,100,2,,0.528,0.519,0.071684588,,12.54480287,,27.59856631,,,0,23,0,0,,19.75,,35.05,54.8,,,0,1.415770609,,2.512544803,3.928315412,,,,,35,,,,,,,,,,7019,492,1941,9452,8687,280,0,,,-485,1255,,,,,,28,,4.41218638,4.41218638,,,0,60.22504892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,Klinik Villa im Park AG,Bernstrasse 84,4852 Rothrist,K232,Nein,,,,,,,,,,,,,,9050,,,2081,,,507,,,100,2,,0.615,0.603,0,,65.49735704,,20.75925036,,,49,18,0,0,,35.1,,59.8,94.9,,,0,1.686689092,,2.873618453,4.560307544,,,,,44,,,,,,,,,,6141,906,3690,10737,10132,180,0,,,-425,102,,,,,,29,,4.348870735,4.348870735,,,0,85.49834672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,öffentlich oder subventioniert,Kreisspital für das Freiamt,Spitalstrasse 144,5630 Muri AG,K122,Ja,CT,,,,,,,,,,,,,34814,,,5881,,,531,,,100,4,,0.749,0.747,0.425097772,,4.846114606,,16.6978405,,,0,37,42,50.1,,139.4,,172.05,361.55,,,0.851895936,2.370345179,,2.92552287,6.147763986,,,,,3,,,,,,,,,,38845,2060,13687,54592,32371,1208,21540,,,527,8160,,,,,,108,,5.919741541,5.919741541,,,0,88.07427646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,Reha Rheinfelden,Salinenstrasse 98,4310 Rheinfelden,K221,Nein,,,,,,,,,,,,,,56457,,,1912,,,0,,,0,0,,NA,NA,2.719665272,,62.0292887,,35.09414226,,,43,6,6,32.38,,94.14,,251.49,378.01,,,1.693514644,4.923640167,,13.15324268,19.77039749,,,,,0,,,,,,,,,,33338,4384,7324,45046,43769,1615,0,,,338,0,,,,,,171,,29.52771967,0,,,29.52771967,90.20707506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,RehaClinic Zurzach,Quellenstrasse 34,5330 Bad Zurzach,K221,Nein,,,,,,,,,,,,,,86238,,,3526,,,0,,,0,0,,NA,NA,0.794100964,,73.79466818,,31.45207033,,,0,12,5,32.05,,122.52,,225.53,380.1,,,0.908961997,3.474758934,,6.39619966,10.77992059,,,,,0,,,,,,,,,,38177,6617,13238,58032,53714,2801,976,,,-541,5616,,,,,,264,,24.45774248,0,,,24.45774248,89.49564134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,öffentlich oder subventioniert,Rehaklinik Bellikon,Mutschellenstrasse 2,5454 Bellikon,K221,Nein,,,,,,,,,,,,,,70050,,,1621,,,0,,,0,0,,NA,NA,6.230721777,,77.66810611,,7.34114744,,,0,15,3,36.38,,67.58,,243.36,347.32,,,2.244293646,4.169031462,,15.01295497,21.42628007,,,,,0,,,,,,,,,,43624,6273,11060,60957,59179,2247,0,,,469,7385,,,,,,205,,43.21406539,0,,,43.21406539,93.36265494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,"Salina Medizin AG, Privatklinik SALINA",Roberstenstrasse 31,4310 Rheinfelden,K221,Nein,,,,,,,,,,,,,,6605,,,366,,,0,,,0,0,,NA,NA,1.092896175,,89.07103825,,90.98360656,,,0,2,2,1.5,,14.43,,8.7,24.63,,,0.409836066,3.942622951,,2.37704918,6.729508197,,,,,0,,,,,,,,,,2086,571,897,3554,3486,0,0,,,-68,0,,,,,,28.07671233,,18.04644809,0,,,18.04644809,64.45160031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,privat,"Schützen Rheinfelden AG, Klinik & Ambulatorium",Bahnhofstrasse 19,4310 Rheinfelden,K212,Nein,,,,,,,,,,,,,,27712,,,635,,,0,,,0,0,,NA,NA,1.417322835,,56.69291339,,43.62204724,,,0,7,2,39.45,,35.84,,26.32,101.61,,,6.212598425,5.644094488,,4.14488189,16.0015748,,,,,0,,,,,,,,,,11624,3180,5880,20684,23634,34,0,,,2984,2817,,,,,,82.22465753,,43.64094488,0,,,43.64094488,92.33639877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AG,öffentlich oder subventioniert,Spital Zofingen AG,Mühlethalstrasse 27,4800 Zofingen,K122,Ja,CT,,,,,,,,,,,,,30569,,,5008,,,317,,,100,4,,0.771,0.774,0,,13.3186901,,14.69648562,,,0,20,6,42.95,,176.6,,141.82,361.37,,,0.857627796,3.526357827,,2.83186901,7.215854633,,,,,25,,,,,,,,,,32599,1273,16604,50476,31168,2443,16869,,,4,9103,,,,,,88.22191781,,6.104033546,6.104033546,,,0,94.93183442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AI,privat,Hof Weissbad AG Nachbehandlungszentrum,Im Park 1,9057 Weissbad,K221,Nein,,,,,,,,,,,,,,5974,,,371,,,0,,,0,0,,NA,NA,1.617250674,,97.84366577,,100,,,0,3,3,1.3,,0.8,,8.8,10.9,,,0.350404313,0.215633423,,2.371967655,2.938005391,,,,,2,,,,,,,,,,1583,379,1675,3637,3555,0,0,,,-82,0,,,,,,16.37260274,,16.10242588,0,,,16.10242588,99.9665328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AI,öffentlich oder subventioniert,Kantonales Spital und Pflegeheim,Sonnhalde 2a,9050 Appenzell,K123,Ja,,,,,,,,,,,,,,9618,,,1617,,,118,,,100,2,,0.652,0.695,4.205318491,,23.00556586,,33.33333333,,,0,28,0,2.22,,38.37,,64.06,104.65,,,0.13729128,2.372912801,,3.96165739,6.471861472,,,,,22,,,,,,,,,,10741,1744,3120,15605,9448,581,5576,,,0,1922,,,,,,30,,5.948051948,5.948051948,,,0,87.83561644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,privat,Augenklinik Dr. A. Scarpatetti AG,Gremmstrasse 17,9053 Teufen AR,K235,Ja,,,,,,,,,,,,,,954,,,607,,,0,,,100,2,,NA,NA,1.317957166,,78.4184514,,26.52388797,,,338,2,6,3,,5.85,,11.4,20.25,,,0.494233937,0.963756178,,1.878088962,3.336079077,,,,,0,,,,,,,,,,2823,842,1607,5272,5737,216,0,,,681,0,,,,,,25,,1.571663921,1.571663921,,,0,10.45479452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,privat,Berit Paracelsus­Klinik AG,Steinweg 1,9052 Niederteufen,K231,Nein,,,,,,,,,,,,,,6754,,,768,,,0,,,50.87355641,2,,0.835,0.834,0.78125,,86.45833333,,45.44270833,,,298,18,3,0.6,,20.8,,33.2,54.6,,,0.078125,2.708333333,,4.322916667,7.109375,,,,,21,,,,,,,,,,5772,426,2571,8769,8550,306,0,,,87,349,,,,,,18.50410959,,8.794270833,6.179856115,,,15.6509434,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,privat,Hirslanden Klinik am Rosenberg,Hasenbühlstrasse 11,9410 Heiden,K231,Nein,,,,,,,,,,,,,,16591,,,2687,,,0,,,100,4,,0.779,0.794,3.49832527,,83.95980648,,68.77558616,,,687,13,4,2.4,,44.18,,72.58,119.16,,,0.089318943,1.644212877,,2.701153703,4.434685523,,,,,22,,,,,,,,,,10690,1777,6667,19134,19622,443,0,,,931,373,,,,,,56,,6.174544101,6.174544101,,,0,81.16927593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,privat,Klinik Gais AG,Gäbrisstrasse 1172,9056 Gais,K221,Nein,,,,,,,,,,,,,,43519,,,1840,,,0,,,52.00257359,0,,NA,NA,0,,93.26086957,,29.7826087,,,0,5,3,16.4,,13.45,,72.59,102.44,,,0.891304348,0.730978261,,3.945108696,5.567391304,,,,,0,,,,,,,,,,9111,620,3899,13630,13866,1472,0,,,1708,173,,,,,,136,,23.65163043,22.60839161,,,24.89630513,87.66921837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,privat,Rheinburg­Klinik,Dorf,9428 Walzenhausen,K221,Nein,,,,,,,,,,,,,,18547,,,629,,,0,,,0,0,,NA,NA,7.47217806,,78.53736089,,59.45945946,,,0,6,3,19.51,,37.25,,69.8,126.56,,,3.101748808,5.922098569,,11.09697933,20.12082671,,,,,0,,,,,,,,,,10110,2088,2535,14733,13937,576,0,,,-220,352,,,,,,55.90410959,,29.48648649,0,,,29.48648649,90.89438863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,öffentlich oder subventioniert,Spitalverbund AR Psychiatrisches Zentrum,Krombach 3,9100 Herisau,K211,Nein,,,,,,,,,,,,,,58292,,,544,,,0,,,0,0,,NA,NA,0.367647059,,33.63970588,,0,,,0,8,2,18.2,,146.98,,86.02,251.2,,,3.345588235,27.01838235,,15.8125,46.17647059,,,,,1,,,,,,,,,,21206,754,5213,27173,15845,1157,10171,,,0,1601,,,,,,159.7041096,,107.1544118,0,,,107.1544118,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,AR,öffentlich oder subventioniert,Spitalverbund AR Spital Heiden,Werdstrasse 1,9410 Heiden,K122,Ja,,,,,,,,,,,,,,15550,,,2346,,,452,,,100,2,,0.667,0.678,0.298380222,,37.55328218,,18.49957374,,,0,27,5,22.68,,66.06,,96.33,185.07,,,0.966751918,2.815856777,,4.106138107,7.888746803,,,,,18,,,,,,,,,,19207,1670,6494,27371,16896,2151,8324,,,0,5645,,,,,,42.60273973,,6.628303495,6.628303495,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
